Kode Artikel,Nama Artikel,Tier,QTY WHS DDD,QTY WHS LJBB,QTY WHS MBB,TOTAL WHS,RO BOX DDD,RO BOX LJBB,RO BOX MBB,TOTAL RO,READY STOCK
M1CA24-B,"MEN CLASSIC 24, NAVY GREY (45/46)",4,0,0,0,0,0,0,,0,0
M1HN01,"MEN HANZO 1, BLACK",4,0,0,0,0,0,0,,0,0
M1HN02,"MEN HANZO 2, NAVY",4,0,0,0,0,0,0,,0,0
M1HN03,"MEN HANZO 3, GREEN",4,0,0,0,0,0,0,,0,0
Z2BT01,"BABY BATMAN 1, BLUE",1,167,0,0,167,0,0,,0,167
Z2BT02,"BABY BATMAN 2, YELLOW",4,0,0,0,0,0,0,,0,0
L1CA37,"LADIES CLASSIC 37, NUDE",1,0,0,0,0,0,0,,0,0
L1CA38,"LADIES CLASSIC 38, SAGE ",3,0,0,0,0,0,0,,0,0
M1BL08,"MEN BLACK SERIES 8, NAVY",2,0,0,0,0,0,0,,0,0
M1BL09,"MEN BLACK SERIES 9, ARMY",1,0,0,0,0,0,0,,0,0
M1BL10,"MEN BLACK SERIES 10, TERRACOTTA",3,0,0,0,0,0,0,,0,0
M1SL17,"MEN SLIDE MAX 17, BLACK BLUE",2,0,0,0,0,0,0,,0,0
M1SL19,"MEN SLIDE MAX 19, MOCHA",4,0,0,0,0,0,0,,0,0
J1CA01,"JUNIOR CLASSIC 1, BLACK",2,0,0,0,0,0,0,,0,0
J1CA04,"JUNIOR CLASSIC 4, ARMY",4,0,0,0,0,0,0,,0,0
B2CA01,"BOYS CLASSIC 1, BLACK",2,0,0,0,0,0,0,,0,0
J1CA03,"JUNIOR CLASSIC 3, NAVY",3,0,0,0,0,0,0,,0,0
J1CA02,"JUNIOR CLASSIC 2, GREY",2,0,0,0,0,0,0,,0,0
B2CA03,"BOYS CLASSIC 3, ARMY",4,0,0,0,0,0,0,,0,0
B2CA02,"BOYS CLASSIC 2, NAVY",1,0,0,0,0,0,0,,0,0
G2CA01,"GIRLS CLASSIC 1, NAVY",3,0,0,0,0,0,0,,0,0
G2CA02,"GIRLS CLASSIC 2, CANDY PINK",3,0,0,0,0,0,0,,0,0
M1SP13,"MEN STRIPE 13, GREY GREEN WHITE",1,0,0,0,0,0,0,,0,0
B1SL01,"BOYS SLIDE MAX 1,  BLACK",1,0,0,0,0,0,0,,0,0
G2CA03,"GIRLS CLASSIC 3, HAZELNUT",4,0,0,0,0,0,0,,0,0
Z2DM02,"BABY DISNEY MICKEY 2, NAVY",3,0,37,0,37,0,0,,0,37
Z2DM01,"BABY DISNEY MICKEY 1, RED",3,0,0,0,0,0,0,,0,0
Z2DI01,"BABY DISNEY MINNIE 1, LAVENDER",1,0,42,0,42,0,0,,0,42
Z2DI02,"BABY DISNEY MINNIE 2, BLUSH NUDE",1,0,0,0,0,0,0,,0,0
B1SL03,"BOYS SLIDE MAX 3, ARMY",3,1,0,0,1,0,0,,0,1
M1SL18,"MEN SLIDE MAX 18, GREY",4,0,0,0,0,0,0,,0,0
B2MMV101,"BOYS MICKEY MOUSE 1, BLACK",1,0,0,0,0,0,0,,0,0
B2MMV102,"BOYS MICKEY MOUSE 2, MOCHA",3,0,0,0,0,0,0,,0,0
B1SL02,"BOYS SLIDE MAX 2, NAVY",3,0,0,0,0,0,0,,0,0
L1SPV101,"LADIES SLIDE PUFFY 1, BLACK",1,0,0,0,0,0,0,,0,0
G2MEV101,"GIRLS MICKEY MINNIE 1, BLACK",3,0,0,0,0,0,0,,0,0
G2MEV103,"GIRLS MICKEY MINNIE 3, ROSE",3,53,0,0,53,0,0,,0,53
M1LCV101,"MEN LUCA 1, BLACK",4,0,0,0,0,0,0,,0,0
M1LCV102,"MEN LUCA 2, BROWN",3,0,0,0,0,0,0,,0,0
M1LCV103,"MEN LUCA 3, GREEN",4,0,0,0,0,0,0,,0,0
M1LCV104,"MEN LUCA 4, NAVY",4,0,0,0,0,0,0,,0,0
B2MMV103,"BOYS MICKEY MOUSE 3, BLUE",1,55,0,0,55,0,0,,0,55
G2MEV102,"GIRLS MICKEY MINNIE 2, SAGE",2,0,0,0,0,0,0,,0,0
L1LNV101,"LADIES LUNA 1, BLACK",3,0,0,0,0,0,0,,0,0
L1LNV102,"LADIES LUNA 2, MOCHA",4,0,0,0,0,0,0,,0,0
L1LNV103,"LADIES LUNA 3, WHITE",2,0,0,0,0,0,0,,0,0
L1LNV104,"LADIES LUNA 4, NAVY",4,0,0,0,0,0,0,,0,0
M1COV101,"MEN CLOUD 1, BLACK",4,0,0,0,0,0,0,,0,0
M1COV102,"MEN CLOUD 2, NAVY",4,0,0,0,0,0,0,,0,0
M1COV103,"MEN CLOUD 3, ALMOND",4,0,0,0,0,0,0,,0,0
M1COV104,"MEN CLOUD 4, TEAL BLACK",4,0,0,0,0,0,0,,0,0
M1COV105,"MEN CLOUD 5, BLACK GREY",4,0,0,0,0,0,0,,0,0
M1COV106,"MEN CLOUD 6, ARMY KHAKI",4,0,0,0,0,0,0,,0,0
L1CAV137,"LADIES CLASSIC 37, NUDE",1,0,0,0,0,0,0,,0,0
L1CAV138,"LADIES CLASSIC 38, SAGE",3,0,0,0,0,0,0,,0,0
Z2CAV104,"BABY CLASSIC 4, NAVY",1,1,0,123,124,0,0,,0,124
L1WGV104,"LADIES WEDGES 4, GINGER SNAP",2,0,0,0,0,0,0,,0,0
L1WGV103,"LADIES WEDGES 3, NAVY",2,0,0,0,0,0,0,,0,0
M1CAV123,"MEN CLASSIC 23, NAVY BLACK",1,0,0,0,0,0,0,,0,0
M1SPV107,"MEN STRIPE 7, BLACK TAN WHITE",1,0,0,0,0,0,0,,0,0
L1EAV111,"LADIES ELSA 11, GINGERSNAP",1,0,0,0,0,0,0,,0,0
M1SPV108,"MEN STRIPE 8, TWILIGHT RED WHITE",1,0,0,0,0,0,0,,0,0
L1SPV103,"LADIES SLIDE PUFFY 3, SILVER",4,0,0,0,0,0,0,,0,0
L1SPV102,"LADIES SLIDE PUFFY 2, REDWOOD",2,0,0,0,0,0,0,,0,0
L1SPV104,"LADIES SLIDE PUFFY 4, NAVY",2,0,0,0,0,0,0,,0,0
L1SPV105,"LADIES SLIDE PUFFY 5, OTTER",3,0,0,0,0,0,0,,0,0
L1EAV110,"LADIES ELSA 10, SILVER NAVY",1,0,0,0,0,0,0,,0,0
M2SMV310,"MEN SUMMER 10, BANANA BLACK",4,0,0,0,0,0,0,,0,0
M2SMV311,"MEN SUMMER 11, DEEP TEAL",4,0,0,0,0,0,0,,0,0
L2SMV309,"LADIES SUMMER 9, FOREST BLACK",4,0,0,0,0,0,0,,0,0
M2SMV309,"MEN SUMMER 9, JUNGLE BLACK",4,0,0,0,0,0,0,,0,0
M2SMV312,"MEN SUMMER 12, PALM NAVY",4,0,0,0,0,0,0,,0,0
L2SMV310,"LADIES SUMMER 10, FLORAL NAVY",4,0,0,0,0,0,0,,0,0
M1SPV101,"MEN STRIPE 1, BLACK BLUE RED",1,0,0,0,0,0,0,,0,0
L1CAV122,"LADIES CLASSIC 22, NAVY NAVY",1,0,0,0,0,0,0,,0,0
L2SMV311,"LADIES SUMMER 11, AQUA HAZE",4,0,0,0,0,0,0,,0,0
L1CMV105,"LADIES CLASSIC METALIC 05, TEAL GREEN",1,0,0,0,0,0,0,,0,0
L1WGV102,"LADIES WEDGES 2, JET BLACK",3,0,0,0,0,0,0,,0,0
L2SMV312,"LADIES SUMMER 12, BRIDAL BLUSH",4,0,0,0,0,0,0,,0,0
M1SPV110,"MEN STRIPE 10, ALMOND BLACK",1,0,0,0,0,0,0,,0,0
L1EAV112,"LADIES ELSA 12, BROWINE GOLD",3,0,0,0,0,0,0,,0,0
M1DLV101,MEN DALLAS 1 JET BLACK,1,59,0,0,59,0,0,,0,59
L1FLV101,"LADIES FLO 1, BLACK",1,108,0,0,108,0,0,,0,108
L1FLV103,"LADIES FLO 3, LIGHT BROWN",1,90,0,0,90,0,0,,0,90
Z2CAV107,"BABY CLASSIC 7, HONEY GINGER",2,0,0,40,40,0,0,,0,40
L1WIV101,"LADIES WEDGES IRIS 1, BLACK",3,5,0,0,5,0,0,,0,5
L1WIV102,"LADIES WEDGES IRIS 2, MIDNIGHT BLUE",4,0,0,0,0,0,0,,0,0
L1WIV103,"LADIES WEDGES IRIS 3, DUSTY PINK",4,0,0,0,0,0,0,,0,0
L1WIV104,"LADIES WEDGES IRIS 4, BEIGE",4,0,0,0,0,0,0,,0,0
M1CAV101,"MEN CLASSIC 1, JET BLACK",1,0,0,0,0,0,0,,0,0
L1CAV101,"LADIES CLASSIC 1, JET BLACK",1,0,0,0,0,0,0,,0,0
L1CMV104,"LADIES CLASSIC METALIC 4, GINGER SNAP",1,0,0,0,0,0,0,,0,0
L1CMV101,"LADIES CLASSIC METALIC 1, BLACK GOLD",2,0,0,0,0,0,0,,0,0
L1CAV134,"LADIES CLASSIC EARTH 34, ROSE",4,0,0,0,0,0,0,,0,0
Z2CAV105,"BABY CLASSIC 5, COFFEE",1,80,0,0,80,0,0,,0,80
Z2CAV106,"BABY CLASSIC 6, GREY",1,0,0,0,0,0,0,,0,0
L1EAV207,"LADIES ELSA 7, BLACK GOLD",2,0,0,0,0,0,0,,0,0
G2CAV201,"GIRLS CLASSIC 1, NAVY",2,0,0,0,0,0,0,,0,0
G2CAV202,"GIRLS CLASSIC 2, CANDY PINK",2,0,0,0,0,0,0,,0,0
M1SPV111,"MEN STRIPE 11, GRAY LIME",1,0,0,0,0,0,0,,0,0
M1BLV109,"MEN BLACK SERIES 9, ARMY",1,0,0,0,0,0,0,,0,0
Z2CAV109,"BABY CLASSIC 9, SAGE",2,71,0,50,121,0,0,,0,121
Z2CAV108,"BABY CLASSIC 8, NUDE",2,0,0,0,0,0,0,,0,0
L1EAV210,"LADIES ELSA 10, SILVER NAVY",1,0,0,0,0,0,0,,0,0
L1EAV211,"LADIES ELSA 11, GINGERSNAP",1,1,0,0,1,0,0,,0,1
L1CAV129,"LADIES CLASSIC 29, NAVY HOTPINK",1,0,0,0,0,0,0,,0,0
L1CAV132,"LADIES CLASSIC 32, BLACK STONE",1,0,0,0,0,0,0,,0,0
M1ONV111,"MEN ONYX Z 11, TURQUOISE",1,78,0,0,78,0,0,,0,78
M1ONV112,"MEN ONYX Z 12, BLACK BLACK",2,88,0,0,88,0,0,,0,88
M1ONV109,"MEN ONYX Z 9, NAVY BLACK",3,18,0,0,18,0,0,,0,18
M1ONV110,"MEN ONYX Z 10, NAVY NAVY",3,7,0,0,7,0,0,,0,7
L1CAV136,"LADIES CLASSIC EARTH 36, OCHRE",1,0,0,0,0,0,0,,0,0
L1CMV102,"LADIES CLASSIC METALIC 2, BLEACH SAND",1,0,0,0,0,0,0,,0,0
L1CAV131,"LADIES CLASSIC EARTH 31, JADE",4,0,0,0,0,0,0,,0,0
M1SPV102,"MEN STRIPE 2, TWILIGHT ORANGE GREEN",1,0,0,0,0,0,0,,0,0
L1FLV109,"LADIES FLO 9, GREY",3,13,0,0,13,0,0,,0,13
L1FLV110,"LADIES FLO 10, REDWOOD",4,0,0,0,0,0,0,,0,0
M1DLV105,"MEN DALLAS 5, ALMOND",2,59,0,0,59,0,0,,0,59
L1FLV107,"LADIES FLO 7, OTTER",2,21,0,0,21,0,0,,0,21
L1CAV133,"LADIES CLASSIC EARTH 33, ROSY BROWN",1,0,0,0,0,0,0,,0,0
L1SPV204,"LADIES SLIDE PUFFY 4, NAVY",1,2,0,0,2,0,0,,0,2
L1CAV135,"LADIES CLASSIC EARTH 35, MACCHIATO",4,0,0,0,0,0,0,,0,0
L1WGV101,LADIES WEDGES 1 BLACK GOLD,3,0,0,0,0,0,0,,0,0
M1CAV124,"MEN CLASSIC 24, NAVY GREY",1,0,0,0,0,0,0,,0,0
L1CAV126,LADIES CLASSIC 26 LIGHT GREY,1,0,0,0,0,0,0,,0,0
M1CAV130,"MEN CLASSIC 30, BROWN BLACK",2,0,0,0,0,0,0,,0,0
M1CAV132,"MEN CLASSIC 32,BLACK STONE",1,0,0,0,0,0,0,,0,0
Z2CAV103,"BABY BOYS CLASSIC 3,CANDY PINK",2,63,0,0,63,0,0,,0,63
L1CAV125,LADIES CLASSIC 25 DRAK GREY,1,0,0,0,0,0,0,,0,0
M1SLV114,"MEN SLIDE MAX 14,BLACK",3,97,0,0,97,0,0,,0,97
M1DLV108,"MEN DALLAS 8, ORION ",4,0,0,0,0,0,0,,0,0
L1EAV212,"LADIES ELSA 12, BROWINE GOLD",3,10,0,0,10,0,0,,0,10
L1CMV103,"LADIES CLASSIC METALIC 3,BALLET ROSE",1,0,0,0,0,0,0,,0,0
L1SPV205,"LADIES SLIDE PUFFY 5, OTTER",4,0,0,0,0,0,0,,0,0
M1SLV111,"MEN SLIDE BASIC 11, BLACK",2,0,0,0,0,0,0,,0,0
L1CAV123,LADIES CLASSIC 23 NAVY GREY,1,0,0,0,0,0,0,,0,0
M1BLV108,"MEN BLACK SERIES 8, NAVY",1,0,0,0,0,0,0,,0,0
M1DLV103,"MEN DALLAS 3, GRAY",1,0,0,0,0,0,0,,0,0
M1BLV103,"MEN BLACK SERIES 3, COSMIC GREY",1,0,0,0,0,0,0,,0,0
L1WIV201,"LADIES WEDGES IRIS 1, BLACK",2,0,0,0,0,0,0,,0,0
L1SPV201,"LADIES SLIDE PUFFY 1, BLACK",1,135,0,0,135,0,0,,0,135
M1CAV131,"MEN CLASSIC 31, BLACK TURQUOISE",1,0,0,0,0,0,0,,0,0
M1CAV136,"MEN CLASSIC EARTH 36, OLIVE",2,0,0,0,0,0,0,,0,0
G2CAV204,"GIRLS CLASSIC 4, BLACK",8,0,0,0,0,0,0,,0,0
G2CAV205,"GIRLS CLASSIC 5, GINGGER SNAP",8,0,0,0,0,0,0,,0,0
B2CAV204,"BOYS CLASSIC 4, BLACK TURQUOISE",8,2,0,0,2,0,0,,0,2
B2CAV205,"BOYS CLASSIC 5, NAVY GREY",8,0,0,0,0,0,0,,0,0
B2CAV206,"BOYS CLASSIC 6, GREY LIME",8,0,0,0,0,0,0,,0,0
G2CAV206,"GIRLS CLASSIC 6, GREY",8,1,0,0,1,0,0,,0,1
G2CAV207,"GIRLS CLASSIC 7, MAUVE",8,1,0,0,1,0,0,,0,1
B2CAV201,"BOYS CLASSIC 1, BLACK",2,0,0,0,0,0,0,,0,0
J1CAV201,"JUNIOR CLASSIC 1, BLACK",2,0,0,0,0,0,0,,0,0
J1CAV203,"JUNIOR CLASSIC 3, NAVY",2,0,0,0,0,0,0,,0,0
M1SPV113,"MEN STRIPE 13, GREY GREEN WHITE",1,0,0,0,0,0,0,,0,0
M1CAV133,"MEN CLASSIC EARTH 33, MOCHA",2,0,0,0,0,0,0,,0,0
L1SPV202,"LADIES SLIDE PUFFY 2, REDWOOD",2,0,0,0,0,0,0,,0,0
M1BLV110,"MEN BLACK SERIES 10, TERRACOTTA",1,0,0,0,0,0,0,,0,0
M1BLV104,"MEN BLACK SERIES 4, LIGHT OLIVE",1,0,0,0,0,0,0,,0,0
M1BLV105,"MEN BLACK SERIES 5, PEANUT",1,0,0,0,0,0,0,,0,0
M1BLV106,MEN BLACK SERIES 6 STONE BLUE,1,0,0,0,0,0,0,,0,0
Z2CM01,"BABY COCOMELON 1, PINK",8,0,0,0,0,0,0,,0,0
Z2CM02,"BABY COCOMELON 2, RED GREEN",8,1,0,0,1,0,0,,0,1
Z2CM03,"BABY COCOMELON 3, BLUE YELLOW",8,0,0,0,0,0,0,,0,0
L1EAV206,"LADIES ELSA 6, JET BLACK",1,0,0,0,0,0,0,,0,0
M1SPV114,"MEN STRIPE 14, ARMY MOCHA WHITE",8,0,0,0,0,0,0,,0,0
L1EAV213,"LADIES ELSA 13, CHESTNUT",8,0,0,0,0,0,0,,0,0
M1BLV111,"MEN BLACK SERIES 11, FOREST BIOME",8,0,0,0,0,0,0,,0,0
Z2CAV102,"BABY BOYS CLASSIC 2, HAZELNUT",8,68,0,0,68,0,0,,0,68
L1EAV214,"LADIES ELSA 14, TERRACOTA",8,0,0,0,0,0,0,,0,0
L1EAV216,"LADIES ELSA 16, SAND GOLD",8,0,0,0,0,0,0,,0,0
B2CAV202,"BOYS CLASSIC 2, NAVY",1,0,0,0,0,0,0,,0,0
J1CAV202,"JUNIOR CLASSIC 2, GREY",2,0,0,0,0,0,0,,0,0
L1EAV215,"LADIES ELSA 15, BLUSH",8,0,0,0,0,0,0,,0,0
M1BLV112,"MEN BLACK SERIES 12, BROWN STONE",8,0,0,0,0,0,0,,0,0
M1BLV113,"MEN BLACK SERIES 13, LEGION BLUE",8,0,0,0,0,0,0,,0,0
L1EAV217,"LADIES ELSA 17, SKY BLUE",8,0,0,0,0,0,0,,0,0
M1BLV114,"MEN BLACK SERIES 14, BONE WHITE",8,0,0,0,0,0,0,,0,0
Z2VB01,"BABY VELCRO 1, ALL BLACK",8,133,0,0,133,0,0,,0,133
B2VB01,"BOYS VELCRO 1, ALL BLACK",8,67,0,0,67,0,0,,0,67
Z2VB02,"BABY VELCRO 2, COCOA",8,24,98,0,122,0,0,,0,122
Z2VB06,"BABY VELCRO 6, SAGE",8,0,0,0,0,0,0,,0,0
M1CAV201,"MEN CLASSIC 1, JET BLACK",1,31,0,98,129,0,0,,0,129
L1CAV201,"LADIES CLASSIC 1, JET BLACK",1,3,0,0,3,0,0,,0,3
L1CAV229,"LADIES CLASSIC 29, NAVY HOTPINK",1,0,0,0,0,0,0,,0,0
L1CAV225,"LADIES CLASSIC 25, DARK GREY",1,0,0,0,0,0,0,,0,0
L1CAV236,"LADIES CLASSIC EARTH 36, OCHRE",1,5,0,0,5,0,0,,0,5
G2VB03,"GIRLS VELCRO 3, SAGE",8,0,0,0,0,0,0,,0,0
L1CAV226,"LADIES CLASSIC 26, LIGHT GREY",1,0,0,0,0,0,0,,0,0
L1CAV231,"LADIES CLASSIC EARTH 31, JADE",1,0,0,0,0,0,0,,0,0
L1CAV232,"LADIES CLASSIC 32, BLACK STONE",1,15,0,0,15,0,0,,0,15
L1CAV235,"LADIES CLASSIC EARTH 35, MACCHIATO",1,0,0,0,0,0,0,,0,0
L1CAV233,"LADIES CLASSIC EARTH 33, ROSY BROWN",1,0,0,0,0,0,0,,0,0
L1CAV222,"LADIES CLASSIC 22, NAVY NAVY",1,0,0,0,0,0,0,,0,0
M1CAV230,"MEN CLASSIC 30, BROWN BLACK",1,0,0,0,0,0,0,,0,0
M1CAV232,"MEN CLASSIC 32, BLACK STONE",1,0,0,0,0,0,0,,0,0
L1CAV237,"LADIES CLASSIC 37, NUDE",1,139,0,0,139,0,0,,0,139
L1CAV223,"LADIES CLASSIC 23, NAVY GREY",1,0,0,0,0,0,0,,0,0
Z2VB03,"BABY VELCRO 3, GREY",8,136,2,0,138,0,0,,0,138
B2VB03,"BOYS VELCRO 3, GREY",8,2,0,0,2,0,0,,0,2
L1CAV234,"LADIES CLASSIC EARTH 34, ROSE",1,0,0,0,0,0,0,,0,0
B2VB02,"BOYS VELCRO 2, COCOA",8,1,0,0,1,0,0,,0,1
M1CAV223,"MEN CLASSIC 23, NAVY BLACK",1,1,0,0,1,0,0,,0,1
M1SPV211,"MEN STRIPE 11, GRAY LIME",1,0,0,0,0,0,0,,0,0
M1SPV210,"MEN STRIPE 10, ALMOND BLACK",1,2,0,0,2,0,0,,0,2
M1CAV227,"MEN CLASSIC 27, GREY GREY",1,132,0,0,132,0,0,,0,132
M1SPV207,"MEN STRIPE 7, BLACK TAN WHITE",1,0,0,0,0,0,0,,0,0
M1SPV201,"MEN STRIPE 1, BLACK BLUE RED",1,29,0,0,29,0,0,,0,29
Z2VB05,"BABY VELCRO 5, OAT PINK",8,0,0,0,0,0,0,,0,0
Z2VB04,"BABY VELCRO 4, CORAL",8,266,2,100,368,0,0,,0,368
G2VB02,"GIRLS VELCRO 2, OAT PINK",8,4,3,0,7,0,0,,0,7
G2VB01,"GIRLS VELCRO 1, CORAL",8,1,0,0,1,0,0,,0,1
M1CAV231,"MEN CLASSIC 31, BLACK TURQUOISE",1,101,0,0,101,0,0,,0,101
M1SPV202,"MEN STRIPE 2, TWILIGHT ORANGE GREEN",1,0,0,0,0,0,0,,0,0
M1CAV224,"MEN CLASSIC 24, NAVY GREY",1,0,0,0,0,0,0,,0,0
B2CAV302,"BOYS CLASSIC 2, NAVY",2,0,1,0,1,0,0,,0,1
M1CAV233,"MEN CLASSIC EARTH 33, MOCHA",1,0,0,0,0,0,0,,0,0
M1SPV213,"MEN STRIPE 13, GREY GREEN WHITE",1,0,0,0,0,0,0,,0,0
M1SPV208,"MEN STRIPE 8, TWILIGHT RED WHITE",1,0,0,0,0,0,0,,0,0
B2CAV304,"BOYS CLASSIC 4, BLACK TURQUOISE",8,0,0,0,0,0,0,,0,0
B2CAV305,"BOYS CLASSIC 5, NAVY GREY",8,35,38,0,73,0,0,,0,73
B2CAV301,"BOYS CLASSIC 1, BLACK",8,49,0,0,49,0,0,,0,49
G2CAV301,"GIRLS CLASSIC 1, NAVY",8,77,0,0,77,0,0,,0,77
G2CAV304,"GIRLS CLASSIC 4, BLACK",8,0,0,0,0,0,0,,0,0
J1CAV303,"JUNIOR CLASSIC 3, NAVY",2,11,0,0,11,0,0,,0,11
J1CAV301,"JUNIOR CLASSIC 1, BLACK",2,0,0,0,0,0,0,,0,0
M1CAV236,"MEN CLASSIC EARTH 36, OLIVE",1,0,0,0,0,0,0,,0,0
M1BLV203,"MEN BLACK SERIES 3, COSMIC GREY",1,44,0,50,94,0,0,,0,94
M1ONV108,"MEN ONYX Z 8, BLACK GREY",1,94,0,0,94,0,0,,0,94
M1BLV205,"MEN BLACK SERIES 5, PEANUT",1,16,0,0,16,0,0,,0,16
M1BLV208,"MEN BLACK SERIES 8, NAVY",1,0,0,0,0,0,0,,0,0
M1SLV115,"MEN SLIDE MAX 15, NAVY",2,1,0,0,1,0,0,,0,1
M1SLV116,"MEN SLIDE MAX 16, ARMY",2,0,0,0,0,0,0,,0,0
G2CAV302,"GIRLS CLASSIC 2, CANDY PINK",3,30,0,0,30,0,0,,0,30
G2CAV306,"GIRLS CLASSIC 6, GREY",8,17,0,0,17,0,0,,0,17
G2CAV307,"GIRLS CLASSIC 7, MAUVE",8,0,0,0,0,0,0,,0,0
B2CAV303,"BOYS CLASSIC 3, ARMY",2,0,0,0,0,0,0,,0,0
M1BLV204,"MEN BLACK SERIES 4, LIGHT OLIVE",1,0,0,0,0,0,0,,0,0
J1CAV302,"JUNIOR CLASSIC 2, GREY",3,0,48,0,48,0,0,,0,48
B2CAV306,"BOYS CLASSIC 6, GREY LIME",8,0,0,0,0,0,0,,0,0
G2CAV305,"GIRLS CLASSIC 5, GINGER SNAP",8,14,0,0,14,0,0,,0,14
B1SLV101,"BOYS SLIDE MAX 1,  BLACK",1,0,0,0,0,0,0,,0,0
J1CAV304,"JUNIOR CLASSIC 4, ARMY",1,10,0,0,10,0,0,,0,10
M1BLV206,"MEN BLACK SERIES 6, STONE BLUE",1,1,0,0,1,0,0,,0,1
M1BLV210,"MEN BLACK SERIES 10, TERRACOTTA",1,0,0,0,0,0,0,,0,0
B1SLV102,"BOYS SLIDE MAX 2, NAVY",2,67,0,0,67,0,0,,0,67
B1SLV103,"BOYS SLIDE MAX 3, ARMY",2,18,0,0,18,0,0,,0,18
M1BLV209,"MEN BLACK SERIES 9, ARMY",1,0,0,0,0,0,0,,0,0
L1SPV207,"LADIES SLIDE PUFFY 7, LATTE",8,0,0,0,0,0,0,,0,0
G2CAV303,"GIRLS CLASSIC 3, HAZELNUT",3,37,0,0,37,0,0,,0,37
L1SPV206,"LADIES SLIDE PUFFY 6, MINT",8,0,0,0,0,0,0,,0,0
L1WGV202,"LADIES WEDGES 2, JET BLACK",3,2,0,0,2,0,0,,0,2
L1WGV201,"LADIES WEDGES 1, BLACK GOLD",3,1,0,0,1,0,0,,0,1
M1ZR01,"MEN ZORRO 1, BLACK",8,21,0,0,21,0,0,,0,21
M1LCV208,"MEN LUCA 8, ALL BLACK",8,0,0,0,0,0,0,,0,0
M1BLV211,"MEN BLACK SERIES 11, FOREST BIOME",8,0,0,0,0,0,0,,0,0
M1BLV214,"MEN BLACK SERIES 14, BONE WHITE",2,0,0,0,0,0,0,,0,0
L1WGV210,"LADIES WEDGES 10, CHESTNUT",8,49,0,0,49,0,0,,0,49
Z2WB05,"BABY WBB 5, WHITE",8,0,0,0,0,0,0,,0,0
Z2WB03,"BABY WBB 3, BROWN",8,0,33,0,33,0,0,,0,33
Z2WB04,"BABY WBB 4, GREY",8,0,24,0,24,0,0,,0,24
M1LCV205,"MEN LUCA 5, 40, MIDNIGHT BLUE",8,0,0,0,0,0,0,,0,0
M1LCV206,"MEN LUCA 6, 40, OLIVE",8,0,0,0,0,0,0,,0,0
M1LCV207,"MEN LUCA 7, 40, BEIGE",8,0,0,0,0,0,0,,0,0
L1LNV205,"LADIES LUNA 5, COFFEE",8,0,0,0,0,0,0,,0,0
L1LNV206,"LADIES LUNA 6, OLIVE",8,48,0,0,48,0,0,,0,48
L1LNV207,"LADIES LUNA 7, BEIGE",8,0,0,0,0,0,0,,0,0
M1BLV212,"MEN BLACK SERIES 12, BROWN STONE",2,62,0,0,62,0,0,,0,62
L1WGV212,"LADIES WEDGES 12, OLIVE",8,1,0,0,1,0,0,,0,1
L1WGV211,"LADIES WEDGES 11, SAND",8,37,0,0,37,0,0,,0,37
L1WGV203,"LADIES WEDGES 3, NAVY",2,1,0,0,1,0,0,,0,1
M1ZR03,"MEN ZORRO 3, GREEN BAY",8,0,0,0,0,0,0,,0,0
L1CAV238,"LADIES CLASSIC 38, SAGE",1,68,0,0,68,0,0,,0,68
M1ZR02,"MEN ZORRO 2, MIDNIGHT BLUE",8,5,0,0,5,0,0,,0,5
L1WGV204,"LADIES WEDGES 4, GINGER SNAP",2,1,0,0,1,0,0,,0,1
M1SPV214,"MEN STRIPE 14, ARMY MOCHA WHITE",1,1,0,0,1,0,0,,0,1
L1CMV204,"LADIES CLASSIC METALIC 4, GINGER SNAP",1,10,0,0,10,0,0,,0,10
M1SLV117,"MEN SLIDE MAX 17, BLACK BLUE",1,0,0,0,0,0,0,,0,0
M1SLV118,"MEN SLIDE MAX 18, GREY",2,0,0,0,0,0,0,,0,0
L1CMV201,"LADIES CLASSIC METALIC 1, BLACK GOLD",1,0,0,0,0,0,0,,0,0
L1CMV202,"LADIES CLASSIC METALIC 2, BLEACH SAND",1,5,0,0,5,0,0,,0,5
L1CMV205,"LADIES CLASSIC METALIC 05, TEAL GREEN",1,2,0,0,2,0,0,,0,2
L1CMV203,"LADIES CLASSIC METALIC 3, BALLET ROSE",1,127,0,0,127,0,0,,0,127
Z2LS01,"BABY LOTSO 1, PINK BERRY",8,89,0,100,189,0,0,,0,189
L1CMV206,"LADIES CLASSIC METALIC 6, WINE",8,1,0,0,1,0,0,,0,1
Z2VS01,"BABY VC STITCH 1, NAVY",8,-1,1,0,0,0,0,,0,0
B2VS01,"BOYS VC STITCH 1, NAVY",8,36,0,0,36,0,0,,0,36
Z2VS02,"BABY VC STITCH 2, PINK",8,0,0,0,0,0,0,,0,0
G2VS02,"GIRLS VC STITCH 2, PINK",8,36,0,0,36,0,0,,0,36
L2SMV413,"LADIES SUMMER 13, OCEAN NAVY",8,0,0,0,0,0,0,,0,0
L2SMV414,"LADIES SUMMER 14, UBUD GREEN",8,0,0,0,0,0,0,,0,0
L2SMV416,"LADIES SUMMER 16, BEACH SAND",8,0,0,0,0,0,0,,0,0
L1CMV207,"LADIES CLASSIC METALIC 7, OLIVE",8,2,0,0,2,0,0,,0,2
L2SMV415,"LADIES SUMMER 15, KAMBOJA OLIVE",8,0,0,0,0,0,0,,0,0
